# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.4005
_ch0_neuron0,	0.9477
_ch0_neuron0,	2.5217
_ch0_neuron0,	3.0644
_ch0_neuron0,	3.6355
_ch0_neuron0,	4.3386
_ch0_neuron0,	4.6941
_ch0_neuron0,	5.2000
_ch0_neuron0,	5.7127
_ch0_neuron0,	6.2354
_ch0_neuron0,	6.8775
_ch0_neuron0,	7.5572
_ch0_neuron0,	8.1634
_ch0_neuron0,	8.7297
_ch0_neuron0,	9.2916
_ch0_neuron0,	10.4920
_ch0_neuron0,	11.0855
_ch0_neuron0,	12.8797
_ch0_neuron0,	13.4719
_ch0_neuron0,	14.0492
_ch0_neuron0,	15.2646
_ch0_neuron0,	15.9144
_ch0_neuron0,	16.0973
_ch0_neuron0,	16.5807
_ch0_neuron0,	17.1610
_ch0_neuron0,	17.3297
_ch0_neuron0,	17.8052
_ch0_neuron0,	17.8758
_ch0_neuron0,	18.4170
_ch0_neuron0,	18.5239
_ch0_neuron0,	19.0034
_ch0_neuron0,	19.5547
_ch0_neuron0,	20.1401
_ch0_neuron0,	20.8664
_ch0_neuron0,	21.8241
_ch0_neuron0,	22.6999
_ch0_neuron0,	23.4859
_ch0_neuron0,	23.6617
_ch0_neuron0,	24.2166
_ch0_neuron0,	24.8761
_ch0_neuron0,	25.4537
_ch0_neuron0,	26.0037
_ch0_neuron0,	26.5778
_ch0_neuron0,	27.3193
_ch0_neuron0,	28.2477
_ch0_neuron0,	29.1697
_ch0_neuron0,	30.0693
_ch0_neuron0,	30.9586
_ch0_neuron0,	31.8252
_ch0_neuron0,	32.6195
_ch0_neuron0,	33.3768
_ch0_neuron0,	34.1240
_ch0_neuron0,	34.8906
_ch0_neuron0,	35.6263
_ch0_neuron0,	36.3279
_ch0_neuron0,	36.9692
_ch0_neuron0,	37.6257
_ch0_neuron0,	38.4505
_ch0_neuron0,	39.2768
_ch0_neuron0,	40.0532
_ch0_neuron0,	40.8337
_ch0_neuron0,	41.6200
_ch0_neuron0,	42.4422
_ch0_neuron0,	43.3022
_ch0_neuron0,	44.1712
_ch0_neuron0,	45.0464
_ch0_neuron0,	45.8842
_ch0_neuron0,	46.6762
_ch0_neuron0,	46.8707
_ch0_neuron0,	47.6184
_ch0_neuron0,	48.1727
_ch0_neuron0,	48.3695
_ch0_neuron0,	48.8895
_ch0_neuron0,	49.5455
_ch0_neuron0,	50.1390
_ch0_neuron0,	50.7262
_ch0_neuron0,	51.3519
_ch0_neuron0,	52.4118
_ch0_neuron0,	53.3337
_ch0_neuron0,	54.2683
_ch0_neuron0,	55.2083
_ch0_neuron0,	56.1185
_ch0_neuron0,	56.9048
_ch0_neuron0,	57.6215
_ch0_neuron0,	58.3475
_ch0_neuron0,	59.1086
_ch0_neuron0,	59.9668
_ch0_neuron0,	60.7661
_ch0_neuron0,	61.5059
_ch0_neuron0,	62.2208
_ch0_neuron0,	62.9711
_ch0_neuron0,	63.7316
_ch0_neuron0,	64.5676
_ch0_neuron0,	65.5488
_ch0_neuron0,	66.5322
_neuron0threshhig8914,	0.0000
_neuron0threshlow4544,	0.0000
