# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	1.0031
_ch0_neuron0,	1.3821
_ch0_neuron0,	1.5309
_ch0_neuron0,	1.7592
_ch0_neuron0,	2.5207
_ch0_neuron0,	2.9030
_ch0_neuron0,	4.4310
_ch0_neuron0,	4.5877
_ch0_neuron0,	4.8110
_ch0_neuron0,	5.5705
_ch0_neuron0,	5.7084
_ch0_neuron0,	6.7077
_ch0_neuron0,	6.8555
_ch0_neuron0,	7.0854
_ch0_neuron0,	7.4591
_ch0_neuron0,	9.7280
_ch0_neuron0,	10.1066
_ch0_neuron0,	10.4867
_ch0_neuron0,	10.6392
_ch0_neuron0,	10.8630
_ch0_neuron0,	12.1458
_ch0_neuron0,	13.1400
_ch0_neuron0,	13.2945
_ch0_neuron0,	13.5195
_ch0_neuron0,	14.4340
_ch0_neuron0,	14.8053
_ch0_neuron0,	15.4308
_ch0_neuron0,	15.5830
_ch0_neuron0,	15.8155
_ch0_neuron0,	16.1979
_ch0_neuron0,	16.5830
_ch0_neuron0,	17.5020
_ch0_neuron0,	17.7406
_ch0_neuron0,	18.6574
_ch0_neuron0,	18.8968
_ch0_neuron0,	19.0479
_ch0_neuron0,	19.2844
_ch0_neuron0,	19.4455
_ch0_neuron0,	19.8322
_ch0_neuron0,	20.0525
_ch0_neuron0,	20.4392
_ch0_neuron0,	21.2120
_ch0_neuron0,	22.3970
_ch0_neuron0,	23.2380
_ch0_neuron0,	24.5921
_ch0_neuron0,	25.0444
_ch0_neuron0,	25.4936
_ch0_neuron0,	25.9391
_ch0_neuron0,	26.3789
_ch0_neuron0,	26.8198
_ch0_neuron0,	26.9771
_ch0_neuron0,	27.2512
_ch0_neuron0,	27.6735
_ch0_neuron0,	27.8288
_ch0_neuron0,	28.0961
_ch0_neuron0,	28.5152
_ch0_neuron0,	28.6652
_ch0_neuron0,	28.9319
_ch0_neuron0,	29.0920
_ch0_neuron0,	29.3487
_ch0_neuron0,	29.4802
_ch0_neuron0,	29.7648
_ch0_neuron0,	29.9154
_ch0_neuron0,	30.1800
_ch0_neuron0,	30.5919
_ch0_neuron0,	30.9979
_ch0_neuron0,	31.4002
_ch0_neuron0,	31.8049
_ch0_neuron0,	32.2076
_ch0_neuron0,	33.4626
_ch0_neuron0,	33.9353
_ch0_neuron0,	34.4260
_ch0_neuron0,	34.9164
_ch0_neuron0,	35.3982
_ch0_neuron0,	35.8824
_ch0_neuron0,	36.3601
_ch0_neuron0,	36.8319
_ch0_neuron0,	37.3156
_ch0_neuron0,	37.7980
_ch0_neuron0,	38.2817
_ch0_neuron0,	38.7706
_ch0_neuron0,	39.2680
_ch0_neuron0,	39.7621
_ch0_neuron0,	40.2546
_ch0_neuron0,	40.4101
_ch0_neuron0,	40.7401
_ch0_neuron0,	40.8869
_ch0_neuron0,	41.2156
_ch0_neuron0,	41.6711
_ch0_neuron0,	41.8129
_ch0_neuron0,	42.9807
_ch0_neuron0,	43.4039
_ch0_neuron0,	43.8221
_ch0_neuron0,	45.9840
_ch0_neuron0,	46.9128
_ch0_neuron0,	47.3706
_ch0_neuron0,	47.8352
_ch0_neuron0,	48.3260
_ch0_neuron0,	48.8432
_ch0_neuron0,	49.3468
_ch0_neuron0,	49.8592
_ch0_neuron0,	50.3750
_ch0_neuron0,	50.8780
_ch0_neuron0,	51.3619
_ch0_neuron0,	51.8454
_ch0_neuron0,	52.3290
_ch0_neuron0,	52.7947
_ch0_neuron0,	52.9448
_ch0_neuron0,	53.2443
_ch0_neuron0,	53.6818
_ch0_neuron0,	54.1155
_ch0_neuron0,	55.1292
_ch0_neuron0,	55.3933
_ch0_neuron0,	55.8139
_ch0_neuron0,	55.9658
_ch0_neuron0,	56.2367
_ch0_neuron0,	56.6608
_ch0_neuron0,	57.1076
_ch0_neuron0,	57.6021
_ch0_neuron0,	58.6471
_ch0_neuron0,	59.2124
_ch0_neuron0,	59.7589
_ch0_neuron0,	60.3216
_ch0_neuron0,	60.9118
_ch0_neuron0,	61.5070
_ch0_neuron0,	62.0646
_ch0_neuron0,	62.6394
_neuron0threshhig14730,	0.0000
_neuron0threshlow7260,	0.0000
