# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.0024
_ch0_neuron0,	0.5448
_ch0_neuron0,	1.5121
_ch0_neuron0,	1.7720
_ch0_neuron0,	2.3889
_ch0_neuron0,	2.5546
_ch0_neuron0,	2.9617
_ch0_neuron0,	4.1019
_ch0_neuron0,	4.7147
_ch0_neuron0,	5.3505
_ch0_neuron0,	5.9343
_ch0_neuron0,	6.4806
_ch0_neuron0,	7.0655
_ch0_neuron0,	7.7093
_ch0_neuron0,	8.3350
_ch0_neuron0,	8.9862
_ch0_neuron0,	9.6512
_ch0_neuron0,	10.3189
_ch0_neuron0,	10.4848
_ch0_neuron0,	10.9585
_ch0_neuron0,	11.5282
_ch0_neuron0,	11.6972
_ch0_neuron0,	12.0823
_ch0_neuron0,	12.2464
_ch0_neuron0,	12.6892
_ch0_neuron0,	13.3135
_ch0_neuron0,	13.9330
_ch0_neuron0,	14.6336
_ch0_neuron0,	15.4160
_ch0_neuron0,	16.1497
_ch0_neuron0,	16.8784
_ch0_neuron0,	17.6620
_ch0_neuron0,	18.3988
_ch0_neuron0,	19.0734
_ch0_neuron0,	19.2511
_ch0_neuron0,	19.7244
_ch0_neuron0,	19.9026
_ch0_neuron0,	20.3634
_ch0_neuron0,	20.5381
_ch0_neuron0,	21.0746
_ch0_neuron0,	21.7693
_ch0_neuron0,	22.4308
_ch0_neuron0,	23.1277
_ch0_neuron0,	23.3057
_ch0_neuron0,	23.8753
_ch0_neuron0,	24.5719
_ch0_neuron0,	25.2631
_ch0_neuron0,	26.0062
_ch0_neuron0,	26.1879
_ch0_neuron0,	26.7706
_ch0_neuron0,	27.4877
_ch0_neuron0,	27.6716
_ch0_neuron0,	28.1910
_ch0_neuron0,	28.3769
_ch0_neuron0,	28.9514
_ch0_neuron0,	29.1274
_ch0_neuron0,	29.6843
_ch0_neuron0,	30.3889
_ch0_neuron0,	30.5748
_ch0_neuron0,	31.1478
_ch0_neuron0,	31.3349
_ch0_neuron0,	31.9509
_ch0_neuron0,	32.7055
_ch0_neuron0,	32.8927
_ch0_neuron0,	33.4632
_ch0_neuron0,	33.6499
_ch0_neuron0,	34.2384
_ch0_neuron0,	34.9608
_ch0_neuron0,	35.1491
_ch0_neuron0,	35.7397
_ch0_neuron0,	35.9279
_ch0_neuron0,	36.5185
_ch0_neuron0,	37.2406
_ch0_neuron0,	37.4304
_ch0_neuron0,	38.0114
_ch0_neuron0,	38.1989
_ch0_neuron0,	38.7924
_ch0_neuron0,	39.5208
_ch0_neuron0,	39.7093
_ch0_neuron0,	40.2892
_ch0_neuron0,	40.4779
_ch0_neuron0,	41.0355
_ch0_neuron0,	41.7494
_ch0_neuron0,	41.9453
_ch0_neuron0,	42.5052
_ch0_neuron0,	42.6947
_ch0_neuron0,	43.2432
_ch0_neuron0,	43.4367
_ch0_neuron0,	43.9656
_ch0_neuron0,	44.6440
_ch0_neuron0,	44.8339
_ch0_neuron0,	45.3507
_ch0_neuron0,	45.5380
_ch0_neuron0,	46.1136
_ch0_neuron0,	46.8437
_ch0_neuron0,	47.0338
_ch0_neuron0,	47.5860
_ch0_neuron0,	47.7802
_ch0_neuron0,	48.3420
_ch0_neuron0,	48.5353
_ch0_neuron0,	49.0927
_ch0_neuron0,	49.2836
_ch0_neuron0,	49.7961
_ch0_neuron0,	50.4899
_ch0_neuron0,	50.6877
_ch0_neuron0,	51.2597
_ch0_neuron0,	51.4578
_ch0_neuron0,	52.0520
_ch0_neuron0,	52.7961
_ch0_neuron0,	52.9943
_ch0_neuron0,	53.5385
_ch0_neuron0,	53.7351
_ch0_neuron0,	54.3230
_ch0_neuron0,	54.5219
_ch0_neuron0,	55.0656
_ch0_neuron0,	55.2634
_ch0_neuron0,	55.8149
_ch0_neuron0,	56.0151
_ch0_neuron0,	56.6242
_ch0_neuron0,	57.3864
_ch0_neuron0,	58.1442
_ch0_neuron0,	58.3355
_ch0_neuron0,	58.9487
_ch0_neuron0,	59.1446
_ch0_neuron0,	59.7742
_neuron0threshhig9106,	0.0000
_neuron0threshlow5245,	0.0000
