# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.0316
_ch0_neuron0,	0.6409
_ch0_neuron0,	0.8280
_ch0_neuron0,	1.2091
_ch0_neuron0,	1.7540
_ch0_neuron0,	2.2899
_ch0_neuron0,	2.8467
_ch0_neuron0,	3.5380
_ch0_neuron0,	4.3471
_ch0_neuron0,	5.0957
_ch0_neuron0,	5.8060
_ch0_neuron0,	6.4514
_ch0_neuron0,	7.0565
_ch0_neuron0,	7.6496
_ch0_neuron0,	8.2487
_ch0_neuron0,	8.9009
_ch0_neuron0,	9.5943
_ch0_neuron0,	9.7868
_ch0_neuron0,	10.2922
_ch0_neuron0,	10.9445
_ch0_neuron0,	11.5635
_ch0_neuron0,	12.1594
_ch0_neuron0,	12.7655
_ch0_neuron0,	13.4570
_ch0_neuron0,	14.1773
_ch0_neuron0,	14.8835
_ch0_neuron0,	15.5375
_ch0_neuron0,	16.1581
_ch0_neuron0,	16.7580
_ch0_neuron0,	17.3717
_ch0_neuron0,	18.0410
_ch0_neuron0,	18.7648
_ch0_neuron0,	19.5042
_ch0_neuron0,	20.1767
_ch0_neuron0,	20.8059
_ch0_neuron0,	21.4139
_ch0_neuron0,	22.0456
_ch0_neuron0,	22.7373
_ch0_neuron0,	23.4506
_ch0_neuron0,	24.1292
_ch0_neuron0,	24.7827
_ch0_neuron0,	25.4195
_ch0_neuron0,	26.1145
_ch0_neuron0,	26.8707
_ch0_neuron0,	27.5909
_ch0_neuron0,	28.2672
_ch0_neuron0,	28.9076
_ch0_neuron0,	29.5468
_ch0_neuron0,	30.2361
_ch0_neuron0,	31.1159
_ch0_neuron0,	31.9573
_ch0_neuron0,	32.7478
_ch0_neuron0,	33.4977
_ch0_neuron0,	34.1838
_ch0_neuron0,	34.8172
_ch0_neuron0,	35.4170
_ch0_neuron0,	36.0108
_ch0_neuron0,	36.6951
_ch0_neuron0,	37.6715
_ch0_neuron0,	38.5834
_ch0_neuron0,	39.4310
_ch0_neuron0,	40.1374
_ch0_neuron0,	40.7860
_ch0_neuron0,	41.4195
_ch0_neuron0,	42.0876
_ch0_neuron0,	42.8359
_ch0_neuron0,	43.6390
_ch0_neuron0,	44.4215
_ch0_neuron0,	45.1277
_ch0_neuron0,	45.7916
_ch0_neuron0,	46.4323
_ch0_neuron0,	47.1021
_ch0_neuron0,	47.8286
_ch0_neuron0,	48.6303
_ch0_neuron0,	49.3602
_ch0_neuron0,	50.0389
_ch0_neuron0,	50.6913
_ch0_neuron0,	51.3765
_ch0_neuron0,	52.1387
_ch0_neuron0,	52.9007
_ch0_neuron0,	53.6141
_ch0_neuron0,	54.2898
_ch0_neuron0,	54.9324
_ch0_neuron0,	55.5774
_ch0_neuron0,	56.2973
_ch0_neuron0,	57.1234
_ch0_neuron0,	57.9214
_ch0_neuron0,	58.6392
_ch0_neuron0,	59.3184
_ch0_neuron0,	60.0131
_neuron0threshhig14566,	0.0000
_neuron0threshlow9656,	0.0000
