# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.1792
_ch0_neuron0,	0.5703
_ch0_neuron0,	0.9630
_ch0_neuron0,	1.3587
_ch0_neuron0,	1.7537
_ch0_neuron0,	2.1442
_ch0_neuron0,	2.5343
_ch0_neuron0,	3.3125
_ch0_neuron0,	3.7034
_ch0_neuron0,	4.0930
_ch0_neuron0,	4.4872
_ch0_neuron0,	4.8753
_ch0_neuron0,	5.2617
_ch0_neuron0,	5.6450
_ch0_neuron0,	6.0450
_ch0_neuron0,	6.4364
_ch0_neuron0,	6.8348
_ch0_neuron0,	7.2279
_ch0_neuron0,	7.6282
_ch0_neuron0,	8.0264
_ch0_neuron0,	8.4365
_ch0_neuron0,	8.8453
_ch0_neuron0,	9.2599
_ch0_neuron0,	9.6616
_ch0_neuron0,	10.0720
_ch0_neuron0,	10.4877
_ch0_neuron0,	10.9042
_ch0_neuron0,	11.3317
_ch0_neuron0,	11.7630
_ch0_neuron0,	12.2015
_ch0_neuron0,	12.6279
_ch0_neuron0,	13.0575
_ch0_neuron0,	13.4871
_ch0_neuron0,	13.9358
_ch0_neuron0,	14.3770
_ch0_neuron0,	14.8099
_ch0_neuron0,	15.2405
_ch0_neuron0,	15.6714
_ch0_neuron0,	16.1152
_ch0_neuron0,	16.5543
_ch0_neuron0,	16.9869
_ch0_neuron0,	17.4179
_ch0_neuron0,	17.8508
_ch0_neuron0,	18.2876
_ch0_neuron0,	18.7358
_ch0_neuron0,	19.1835
_ch0_neuron0,	19.6438
_ch0_neuron0,	20.0705
_ch0_neuron0,	20.5097
_ch0_neuron0,	20.9581
_ch0_neuron0,	21.2000
_ch0_neuron0,	21.3974
_ch0_neuron0,	21.6022
_ch0_neuron0,	21.8599
_ch0_neuron0,	22.2148
_ch0_neuron0,	22.2964
_ch0_neuron0,	22.5648
_ch0_neuron0,	22.7447
_ch0_neuron0,	23.1731
_ch0_neuron0,	23.6175
_ch0_neuron0,	24.0609
_ch0_neuron0,	24.5097
_ch0_neuron0,	24.9626
_ch0_neuron0,	25.4195
_ch0_neuron0,	25.8764
_ch0_neuron0,	26.3417
_ch0_neuron0,	26.7930
_ch0_neuron0,	27.2385
_ch0_neuron0,	27.6802
_ch0_neuron0,	28.1212
_ch0_neuron0,	28.5593
_ch0_neuron0,	29.0104
_ch0_neuron0,	29.4643
_ch0_neuron0,	29.9262
_ch0_neuron0,	30.4095
_ch0_neuron0,	30.9027
_ch0_neuron0,	31.4134
_ch0_neuron0,	31.9284
_ch0_neuron0,	32.4527
_ch0_neuron0,	32.9836
_ch0_neuron0,	33.5160
_ch0_neuron0,	34.0515
_ch0_neuron0,	34.5508
_ch0_neuron0,	35.0337
_ch0_neuron0,	35.5095
_ch0_neuron0,	35.9907
_ch0_neuron0,	36.4799
_ch0_neuron0,	36.9618
_ch0_neuron0,	37.4241
_ch0_neuron0,	37.9012
_ch0_neuron0,	38.3741
_ch0_neuron0,	38.8551
_ch0_neuron0,	39.3405
_ch0_neuron0,	39.8101
_ch0_neuron0,	40.2749
_ch0_neuron0,	40.7478
_ch0_neuron0,	41.2208
_ch0_neuron0,	41.6950
_ch0_neuron0,	42.1759
_ch0_neuron0,	42.6671
_ch0_neuron0,	43.1695
_ch0_neuron0,	43.6761
_ch0_neuron0,	44.1859
_ch0_neuron0,	44.6932
_ch0_neuron0,	45.2077
_ch0_neuron0,	45.7270
_ch0_neuron0,	46.2450
_ch0_neuron0,	46.7454
_ch0_neuron0,	47.2340
_ch0_neuron0,	47.7143
_ch0_neuron0,	48.1928
_ch0_neuron0,	48.6776
_ch0_neuron0,	49.1767
_ch0_neuron0,	49.6972
_ch0_neuron0,	50.2067
_ch0_neuron0,	50.7061
_ch0_neuron0,	51.2014
_ch0_neuron0,	51.7190
_ch0_neuron0,	52.2270
_ch0_neuron0,	52.7328
_ch0_neuron0,	53.2355
_ch0_neuron0,	53.7466
_ch0_neuron0,	54.2668
_ch0_neuron0,	54.7960
_ch0_neuron0,	55.3298
_ch0_neuron0,	55.8495
_ch0_neuron0,	56.3648
_ch0_neuron0,	56.8840
_ch0_neuron0,	57.4014
_ch0_neuron0,	58.2018
_ch0_neuron0,	58.4100
_ch0_neuron0,	58.9177
_ch0_neuron0,	59.4193
_ch0_neuron0,	59.9101
_ch0_neuron0,	60.3948
_ch0_neuron0,	60.8659
_neuron0threshhig12883,	0.0000
_neuron0threshlow5581,	0.0000
