# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.3662
_ch0_neuron0,	0.8364
_ch0_neuron0,	1.3016
_ch0_neuron0,	1.7771
_ch0_neuron0,	2.2551
_ch0_neuron0,	2.7263
_ch0_neuron0,	3.2012
_ch0_neuron0,	3.6834
_ch0_neuron0,	4.1740
_ch0_neuron0,	4.6613
_ch0_neuron0,	5.1498
_ch0_neuron0,	5.6576
_ch0_neuron0,	6.1541
_ch0_neuron0,	6.6552
_ch0_neuron0,	7.1629
_ch0_neuron0,	7.6816
_ch0_neuron0,	8.1894
_ch0_neuron0,	8.7020
_ch0_neuron0,	9.2131
_ch0_neuron0,	9.7120
_ch0_neuron0,	10.2005
_ch0_neuron0,	10.7073
_ch0_neuron0,	11.2191
_ch0_neuron0,	11.7375
_ch0_neuron0,	12.2708
_ch0_neuron0,	12.8387
_ch0_neuron0,	13.4066
_ch0_neuron0,	13.9913
_ch0_neuron0,	14.5789
_ch0_neuron0,	15.1410
_ch0_neuron0,	15.7123
_ch0_neuron0,	16.2794
_ch0_neuron0,	16.8160
_ch0_neuron0,	17.3808
_ch0_neuron0,	17.9135
_ch0_neuron0,	18.4516
_ch0_neuron0,	18.9934
_ch0_neuron0,	19.5191
_ch0_neuron0,	20.0331
_ch0_neuron0,	20.5568
_ch0_neuron0,	21.0683
_ch0_neuron0,	21.5797
_ch0_neuron0,	22.1060
_ch0_neuron0,	22.6716
_ch0_neuron0,	23.2421
_ch0_neuron0,	23.8912
_ch0_neuron0,	24.7115
_ch0_neuron0,	25.3913
_ch0_neuron0,	25.9954
_ch0_neuron0,	26.5562
_ch0_neuron0,	27.0920
_ch0_neuron0,	27.5984
_ch0_neuron0,	28.0956
_ch0_neuron0,	28.6235
_ch0_neuron0,	29.1962
_ch0_neuron0,	29.7602
_ch0_neuron0,	30.3124
_ch0_neuron0,	30.9207
_ch0_neuron0,	31.4988
_ch0_neuron0,	32.0854
_ch0_neuron0,	32.6735
_ch0_neuron0,	33.2607
_ch0_neuron0,	33.8273
_ch0_neuron0,	34.4507
_ch0_neuron0,	35.0160
_ch0_neuron0,	35.6078
_ch0_neuron0,	36.1815
_ch0_neuron0,	36.7769
_ch0_neuron0,	37.3856
_ch0_neuron0,	37.9699
_ch0_neuron0,	38.5613
_ch0_neuron0,	39.1751
_ch0_neuron0,	39.7845
_ch0_neuron0,	40.3594
_ch0_neuron0,	40.9365
_ch0_neuron0,	41.5122
_ch0_neuron0,	42.1187
_ch0_neuron0,	42.6989
_ch0_neuron0,	43.3134
_ch0_neuron0,	43.8975
_ch0_neuron0,	44.4771
_ch0_neuron0,	45.0687
_ch0_neuron0,	45.6284
_ch0_neuron0,	46.1832
_ch0_neuron0,	46.7790
_ch0_neuron0,	47.3791
_ch0_neuron0,	47.9635
_ch0_neuron0,	48.5719
_ch0_neuron0,	49.1804
_ch0_neuron0,	49.7760
_ch0_neuron0,	50.4096
_ch0_neuron0,	51.0104
_ch0_neuron0,	51.6088
_ch0_neuron0,	52.2152
_ch0_neuron0,	52.8034
_ch0_neuron0,	53.3885
_ch0_neuron0,	54.0070
_ch0_neuron0,	54.6101
_ch0_neuron0,	55.2108
_ch0_neuron0,	55.8203
_ch0_neuron0,	56.4232
_ch0_neuron0,	57.0028
_ch0_neuron0,	57.6216
_ch0_neuron0,	58.2027
_ch0_neuron0,	58.7918
_ch0_neuron0,	59.3578
_ch0_neuron0,	59.9697
_neuron0threshhig12887,	0.0000
_neuron0threshlow7971,	0.0000
