# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.3022
_ch0_neuron0,	0.8105
_ch0_neuron0,	1.3136
_ch0_neuron0,	1.8090
_ch0_neuron0,	2.2983
_ch0_neuron0,	2.7931
_ch0_neuron0,	3.3029
_ch0_neuron0,	3.8340
_ch0_neuron0,	4.3826
_ch0_neuron0,	4.9400
_ch0_neuron0,	5.4819
_ch0_neuron0,	5.9905
_ch0_neuron0,	6.4869
_ch0_neuron0,	6.9745
_ch0_neuron0,	7.4621
_ch0_neuron0,	7.9508
_ch0_neuron0,	8.4334
_ch0_neuron0,	8.9235
_ch0_neuron0,	9.4322
_ch0_neuron0,	9.9635
_ch0_neuron0,	10.4818
_ch0_neuron0,	10.9762
_ch0_neuron0,	11.4702
_ch0_neuron0,	11.9751
_ch0_neuron0,	12.5172
_ch0_neuron0,	13.1085
_ch0_neuron0,	13.8168
_ch0_neuron0,	14.4531
_ch0_neuron0,	15.0267
_ch0_neuron0,	15.5797
_ch0_neuron0,	16.1342
_ch0_neuron0,	16.7030
_ch0_neuron0,	17.2745
_ch0_neuron0,	17.8203
_ch0_neuron0,	18.3605
_ch0_neuron0,	18.9194
_ch0_neuron0,	19.5293
_ch0_neuron0,	20.1621
_ch0_neuron0,	20.7849
_ch0_neuron0,	21.3773
_ch0_neuron0,	21.9307
_ch0_neuron0,	22.4647
_ch0_neuron0,	23.0062
_ch0_neuron0,	23.5712
_ch0_neuron0,	24.1472
_ch0_neuron0,	24.6875
_ch0_neuron0,	25.2089
_ch0_neuron0,	25.7332
_ch0_neuron0,	26.2906
_ch0_neuron0,	26.8851
_ch0_neuron0,	27.5120
_ch0_neuron0,	28.1266
_ch0_neuron0,	28.6723
_ch0_neuron0,	29.1907
_ch0_neuron0,	29.6962
_ch0_neuron0,	30.2028
_ch0_neuron0,	30.7177
_ch0_neuron0,	31.2612
_ch0_neuron0,	31.8428
_ch0_neuron0,	32.7014
_ch0_neuron0,	33.5291
_ch0_neuron0,	34.3392
_ch0_neuron0,	35.1498
_ch0_neuron0,	35.9302
_ch0_neuron0,	36.6644
_ch0_neuron0,	37.3489
_ch0_neuron0,	38.0042
_ch0_neuron0,	38.6704
_ch0_neuron0,	39.3335
_ch0_neuron0,	40.0196
_ch0_neuron0,	40.6479
_ch0_neuron0,	41.2676
_ch0_neuron0,	41.8731
_ch0_neuron0,	42.4387
_ch0_neuron0,	42.9762
_ch0_neuron0,	43.5158
_ch0_neuron0,	44.0766
_ch0_neuron0,	44.6846
_ch0_neuron0,	45.5520
_ch0_neuron0,	46.3813
_ch0_neuron0,	47.1955
_ch0_neuron0,	47.9417
_ch0_neuron0,	48.6477
_ch0_neuron0,	49.3224
_ch0_neuron0,	49.9683
_ch0_neuron0,	50.6008
_ch0_neuron0,	51.2314
_ch0_neuron0,	51.8645
_ch0_neuron0,	52.4901
_ch0_neuron0,	53.1016
_ch0_neuron0,	53.6836
_ch0_neuron0,	54.2250
_ch0_neuron0,	54.7492
_ch0_neuron0,	55.2766
_ch0_neuron0,	55.8175
_ch0_neuron0,	56.3944
_ch0_neuron0,	57.0552
_ch0_neuron0,	57.9625
_ch0_neuron0,	58.8010
_ch0_neuron0,	59.6227
_ch0_neuron0,	60.4081
_ch0_neuron0,	61.1136
_ch0_neuron0,	61.7915
_ch0_neuron0,	62.4689
_ch0_neuron0,	63.1565
_ch0_neuron0,	63.8380
_ch0_neuron0,	64.0239
_neuron0threshhig15065,	0.0000
_neuron0threshlow8099,	0.0000
